address,price,extPrice,area,room,toilet,hDirection,bDirection
"Đường Chính Hữu, Phường An Hải Bắc, Sơn Trà, Đà Nẵng","7,5 tỷ","~57,25 triệu/m²",131 m²,Nam,Nam,5 m,5 m
"Đường Đoàn Nhữ Hài, Phường Hòa Khê, Thanh Khê, Đà Nẵng","5,8 tỷ","~55,13 triệu/m²","105,2 m²",Nam,Nam,6 m,19 m
"Đường Lý Triện, Phường An Khê, Thanh Khê, Đà Nẵng","6,6 tỷ","~81,48 triệu/m²",81 m²,Đông - Bắc,Đông - Bắc,4.5 m,18 m
"Đường Lê Đình Lý, Phường Hòa Thuận Tây, Hải Châu, Đà Nẵng","3,5 tỷ","~67,31 triệu/m²",52 m²,3 phòng,3 phòng,Đông - Nam,2 tầng
"Đường Hùng Vương, Phường Hải Châu I, Hải Châu, Đà Nẵng",115 tỷ,"~143,75 triệu/m²",800 m²,4 tầng,4 phòng,10 m,20 m
"Đường Trần Đức Thông, Phường An Hải Bắc, Sơn Trà, Đà Nẵng","5,95 tỷ","~74,38 triệu/m²",80 m²,Đông - Bắc,Sổ đỏ/ Sổ hồng.,5 m,5.5 m
"Đường Thép Mới, Phường Hòa Hải, Ngũ Hành Sơn, Đà Nẵng","2,5 tỷ",~25 triệu/m²,100 m²,Sổ đỏ/ Sổ hồng.,,7.5 m,Tây - Bắc
"Đường Chính Hữu, Phường An Hải Bắc, Sơn Trà, Đà Nẵng","2,65 tỷ","~44,17 triệu/m²",60 m²,2 phòng,Sổ đỏ/ Sổ hồng,2 tầng,2 phòng
"Dự án FPT City Đà Nẵng, Phường Hòa Hải, Ngũ Hành Sơn, Đà Nẵng","1,9 tỷ","~26,39 triệu/m²",72 m²,2 phòng,2 phòng,Đông - Bắc,Đông - Bắc
"Kiệt 104 Ỷ Lan Nguyên Phi, Phường Hòa Cường Bắc, Hải Châu, Đà Nẵng","3,15 tỷ","~48,46 triệu/m²",65 m²,Đông,2 tầng,4.3 m,Đông
"Đường Bùi Trang Chước, Phường Hòa Xuân, Cẩm Lệ, Đà Nẵng",8 tỷ,"~47,06 triệu/m²",170 m²,Sổ đỏ/ Sổ hồng,,9 m,Tây - Nam
"Đường Hà Huy Tập, Phường Hòa Khê, Thanh Khê, Đà Nẵng",Thỏa thuận,,"82,8 m²",Đông - Nam,Tây - Bắc,5 m,10.5 m
"Đường Dương Trí Trạch, Phường An Hải Bắc, Sơn Trà, Đà Nẵng",,,,,,,
"Dự án Phúc Lộc Viên, Đường Ngô Quyền, Phường An Hải Bắc, Sơn Trà, Đà Nẵng","8,2 tỷ","~54,67 triệu/m²",150 m²,Đông - Nam,Đông - Bắc,7.5 m,7.5 m
"Đường Hoàng Diệu, Phường Bình Thuận, Hải Châu, Đà Nẵng","9,5 tỷ","~172,73 triệu/m²",55 m²,2 phòng,1 phòng,Tây,1 tầng
"Đường Điện Biên Phủ, Phường Chính Gián, Thanh Khê, Đà Nẵng",,,,,,,
"Đường Nguyễn Văn Nguyễn, Phường Hòa Hải, Ngũ Hành Sơn, Đà Nẵng","7,5 tỷ","~56,18 triệu/m²","133,5 m²",,,27 m,Nam
"Đường Khuê Mỹ Đông 15, Phường Khuê Mỹ, Ngũ Hành Sơn, Đà Nẵng",Thỏa thuận,,102 m²,Đông - Nam,6 tầng,6 m,7.5 m
"Đường Nguyễn Nhàn, Phường Hòa Thọ Đông, Cẩm Lệ, Đà Nẵng","1,5 tỷ","~23,08 triệu/m²",65 m²,,,Sổ đỏ/ Sổ hồng,
"Dự án Hoàng Anh Lakeview Residence, Đường Hàm Nghi, Phường Thạc Gián, Thanh Khê, Đà Nẵng","2,13 tỷ","~22,66 triệu/m²",94 m²,2 phòng,2 phòng,Nam,Bắc
"Dự án FPT City Đà Nẵng, Đường Võ Chí Công, Phường Hòa Hải, Ngũ Hành Sơn, Đà Nẵng","1,8 tỷ","~26,24 triệu/m²","68,6 m²",Sổ đỏ/ Sổ hồng,Cơ bản,2 phòng,2 phòng
"Đường Võ Văn Kiệt, Phường Phước Mỹ, Sơn Trà, Đà Nẵng",Thỏa thuận,,2.634 m²,,,,
"Đường Hồ Nghinh, Phường An Hải Bắc, Sơn Trà, Đà Nẵng",Thỏa thuận,,300 m²,Sổ đỏ/ Sổ hồng,Đầy đủ,12.5 m,5 tầng
"Đường Đỗ Bí, Phường Mỹ An, Ngũ Hành Sơn, Đà Nẵng",Thỏa thuận,,243 m²,12 tầng,,15 m,Tây
"Đường Trần Bạch Đằng, Phường Mỹ An, Ngũ Hành Sơn, Đà Nẵng",Thỏa thuận,,1.800 m²,,,10.5 m,Sổ đỏ/ Sổ hồng
"Đường Võ Nguyên Giáp, Phường Phước Mỹ, Sơn Trà, Đà Nẵng",450 tỷ,"~636,49 triệu/m²",707 m²,,,128 phòng,
"Đường Võ Nguyên Giáp, Phường An Hải Bắc, Sơn Trà, Đà Nẵng",Thỏa thuận,,"595,5 m²",143 phòng,143 phòng,15 m,Đông
"Đường Lê Lộ, Phường Mỹ An, Ngũ Hành Sơn, Đà Nẵng",20 tỷ,"~123,46 triệu/m²",162 m²,Đông,,9 m,5.5 m
"Đường Trường Thi 4, Phường Hòa Thuận Tây, Hải Châu, Đà Nẵng","6,3 tỷ",~70 triệu/m²,90 m²,2 tầng,Sổ đỏ/ Sổ hồng.,5 m,Tây - Bắc
"Đường Phạm Như Hiền, Phường Hòa Hải, Ngũ Hành Sơn, Đà Nẵng","6,75 tỷ","~33,75 triệu/m²",200 m²,Đông - Nam,Đông - Nam,10 m,5.5 m
"Đường Phú Lộc 22, Phường Hòa Minh, Liên Chiểu, Đà Nẵng","9,3 tỷ","~51,67 triệu/m²",180 m²,Tây - Bắc,Sổ đỏ/ Sổ hồng,10 m,5.5 m
"Đường Nguyễn Tất Thành, Phường Thanh Bình, Hải Châu, Đà Nẵng","3,1 tỷ","~68,89 triệu/m²",45 m²,3 phòng,3 phòng,4 m,3 tầng
"Đường Bùi Huy Bích, Phường Nại Hiên Đông , Sơn Trà, Đà Nẵng","3,3 tỷ",~44 triệu/m²,75 m²,,,Sổ đỏ/ Sổ hồng,
"Dự án Hoàng Anh Lakeview Residence, Đường Hàm Nghi, Phường Thạc Gián, Thanh Khê, Đà Nẵng","2,05 tỷ","~21,81 triệu/m²",94 m²,2 phòng,2 phòng,Tây - Bắc,Đông - Nam
"Đường Lê Văn Hiến, Phường Khuê Mỹ, Ngũ Hành Sơn, Đà Nẵng","8,1 tỷ","~65,59 triệu/m²","123,5 m²",Tây,Sổ đỏ/ Sổ hồng,5 m,30 m
"Đường Lê Văn Hiến, Phường Khuê Mỹ, Ngũ Hành Sơn, Đà Nẵng","7,5 tỷ","~61,48 triệu/m²",122 m²,Đông - Bắc,Sổ đỏ/ Sổ hồng.,4.5 m,48 m
"Đường Lê Văn Hiến, Phường Hòa Hải, Ngũ Hành Sơn, Đà Nẵng",9 tỷ,"~54,15 triệu/m²","166,2 m²",Tây,Sổ đỏ/ Sổ hồng.,8.9 m,43 m
"Đường Lê Văn Hiến, Phường Khuê Mỹ, Ngũ Hành Sơn, Đà Nẵng",34 tỷ,"~68,69 triệu/m²",495 m²,Đông,Sổ đỏ/ Sổ hồng.,15 m,40 m
"Phố Trần Đại Nghĩa, Phường Hòa Hải, Ngũ Hành Sơn, Đà Nẵng","8,2 tỷ","~38,86 triệu/m²",211 m²,Tây,Sổ đỏ/ Sổ hồng,7.5 m,40 m
"Đường Thanh Vinh 1, Phường Thọ Quang, Sơn Trà, Đà Nẵng","4,3 tỷ","~47,78 triệu/m²",90 m²,Đông,3 tầng,4.5 m,5 m
"Đường Nguyễn Tất Thành, Phường Thanh Khê Tây, Thanh Khê, Đà Nẵng",120 triệu/m²,"~40,68 tỷ",339 m²,,,Tây - Bắc,
"Đường Nguyễn Lương Bằng, Phường Hòa Hiệp Nam, Liên Chiểu, Đà Nẵng",Thỏa thuận,,540 m²,Đông - Bắc,Đông - Bắc,17 m,60 m
"Đường Nguyễn Tất Thành, Phường Thanh Khê Tây, Thanh Khê, Đà Nẵng",Thỏa thuận,,250 m²,Đông - Bắc,1 tầng,10 m,60 m
"Đường Nguyễn Tất Thành, Phường Xuân Hà, Thanh Khê, Đà Nẵng",Thỏa thuận,,241 m²,Tây - Bắc,,10 m,60 m
"Xã Hòa Phong, Hòa Vang, Đà Nẵng","1,4 tỷ",~1 triệu/m²,1.400 m²,,,Sổ đỏ,
"Lệ Sơn 2, Xã Hòa Tiến, Hòa Vang, Đà Nẵng","1,5 tỷ","~10,2 triệu/m²",147 m²,Đông,Số đỏ.,5.3 m,7.5 m
"Dự án FPT City Đà Nẵng, Phường Hòa Hải, Ngũ Hành Sơn, Đà Nẵng","2,45 tỷ","~24,02 triệu/m²",102 m²,Tây - Bắc,Sổ đỏ/ Sổ hồng,6 m,17.5 m
"Đường An Thượng 31, Phường Mỹ An, Ngũ Hành Sơn, Đà Nẵng",137 triệu/m²,"~40,89 tỷ","298,5 m²",Tây,Sổ đỏ/ Sổ hồng,15 m,5.5 m
"Đường Phan Tôn, Phường Mỹ An, Ngũ Hành Sơn, Đà Nẵng","29,5 tỷ","~184,38 triệu/m²",160 m²,Đông - Nam,Sổ đỏ/ Sổ hồng,7.5 m,7.5 m
"Đường Trần Bạch Đằng, Phường Mỹ An, Ngũ Hành Sơn, Đà Nẵng",200 triệu/m²,"~121,26 tỷ","606,3 m²",Đông - Nam,Sổ đỏ/ Sổ hồng.,15 m,10.5 m
"Đường Hồ Xuân Hương, Phường Khuê Mỹ, Ngũ Hành Sơn, Đà Nẵng",30 tỷ,~150 triệu/m²,200 m²,Đông,Sổ đỏ/ Sổ hồng,10 m,10 m
"Đường Mỹ Đa Đông 12, Phường Mỹ An, Ngũ Hành Sơn, Đà Nẵng",16 tỷ,"~74,63 triệu/m²","214,4 m²",Đông,Sổ đỏ/ Sổ hồng.,7.8 m,6 m
"Đường An Thượng 1, Phường Mỹ An, Ngũ Hành Sơn, Đà Nẵng",29 tỷ,"~181,25 triệu/m²",160 m²,Đông,Sổ đỏ/ Sổ hồng,10 m,12 m
"Dự án Regal Pavillon Đà Nẵng, Phường Hòa Cường Nam, Hải Châu, Đà Nẵng",Thỏa thuận,,120 m²,,,,
"Đường An Thượng 29, Phường Mỹ An, Ngũ Hành Sơn, Đà Nẵng",52 tỷ,"~162,04 triệu/m²","320,9 m²",Đông - Nam,Sổ đỏ/ Sổ hồng.,21 m,7.5 m
"Đường Trần Bạch Đằng, Phường Phước Mỹ, Sơn Trà, Đà Nẵng",150 triệu/m²,"~40,48 tỷ","269,9 m²",Đông,,15 m,10.5 m
"Đường Thượng Đức, Phường Hòa Hải, Ngũ Hành Sơn, Đà Nẵng","4,5 tỷ",~30 triệu/m²,150 m²,Tây,Sổ đỏ/ Sổ hồng,7 m,7.5 m
"Đường An Thượng 29, Phường Mỹ An, Ngũ Hành Sơn, Đà Nẵng",22 tỷ,"~135,8 triệu/m²",162 m²,Bắc,Sổ đỏ/ Sổ hồng,9 m,5.5 m
"Dự án FPT City Đà Nẵng, Phường Hòa Hải, Ngũ Hành Sơn, Đà Nẵng","1,5 tỷ","~26,79 triệu/m²",56 m²,,,Đông,Sổ đỏ/ Sổ hồng
"Đường Nguyễn Văn Thoại, Phường An Hải Bắc, Sơn Trà, Đà Nẵng","42,5 tỷ","~216,73 triệu/m²","196,1 m²",Nam,Sổ đỏ/ Sổ hồng,9.11 m,25 m
"Đường Lê Văn Hiến, Phường Khuê Mỹ, Ngũ Hành Sơn, Đà Nẵng",,,,,,,
"Đường Lê Quang Đạo, Phường Mỹ An, Ngũ Hành Sơn, Đà Nẵng",29 tỷ,"~170,59 triệu/m²",170 m²,Đông,Sổ đỏ/ Sổ hồng,10 m,7.5 m
"Đường Trần Văn Dư, Phường Mỹ An, Ngũ Hành Sơn, Đà Nẵng",60 tỷ,"~85,22 triệu/m²","704,1 m²",Tây - Bắc,Sổ đỏ/ Sổ hồng,15 m,7.5 m
"Đường Khuê Mỹ Đông 14, Phường Khuê Mỹ, Ngũ Hành Sơn, Đà Nẵng","14,5 tỷ","~98,3 triệu/m²","147,5 m²",Tây - Nam,Sổ đỏ/ Sổ hồng,8.7 m,7.5 m
"Đường 2/9, Phường Hòa Cường Nam, Hải Châu, Đà Nẵng",100 triệu/m²,"~15,81 tỷ","158,1 m²",Đông,7 phòng,7 m,10 m
"Dự án Regal Pavillon Đà Nẵng, Đường Nguyễn Lộ Trạch, Phường Hòa Cường Nam, Hải Châu, Đà Nẵng",Thỏa thuận,,120 m²,Đông - Nam,Đông - Nam,6 m,7.5 m
"Dự án Regal Pavillon Đà Nẵng, Đường Nguyễn Lộ Trạch, Phường Hòa Cường Nam, Hải Châu, Đà Nẵng",Thỏa thuận,,120 m²,Đông - Nam,Đông - Nam,6 m,7.5 m
"Đường Đoàn Nguyễn Thục, Phường Hòa Thọ Đông, Cẩm Lệ, Đà Nẵng",Thỏa thuận,,80 m²,Tây - Nam,3 tầng,6 m,7.5 m
"Dự án FPT City Đà Nẵng, Phường Hòa Hải, Ngũ Hành Sơn, Đà Nẵng","2,05 tỷ","~26,05 triệu/m²","78,7 m²",2 phòng,Hợp đồng mua bán,Đông,3 phòng
"Đường Núi Thành, Phường Hòa Cường Nam, Hải Châu, Đà Nẵng","17,5 tỷ","~116,67 triệu/m²",150 m²,3 tầng,3 phòng,10.5 m,Đông - Nam
"Đường Ỷ Lan Nguyên Phi, Phường Hòa Cường Bắc, Hải Châu, Đà Nẵng","6,85 tỷ","~76,11 triệu/m²",90 m²,1 tầng,1 phòng,4.5 m,7.5 m
"Đường Khuê Mỹ Đông 15, Phường Khuê Mỹ, Ngũ Hành Sơn, Đà Nẵng","11,5 tỷ","~112,74 triệu/m²",102 m²,6 tầng,11 phòng,6 m,7.5 m
"Đường Nguyễn Hữu Thọ, Phường Hòa Thuận Tây, Hải Châu, Đà Nẵng","8,8 tỷ",~176 triệu/m²,50 m²,4 tầng,4 phòng,4.5 m,30 m
"Dự án Nam Cầu Tuyên Sơn-Nam Việt Á, Nghiêm Xuân Yêm, Ngũ Hành Sơn, Đà Nẵng","12,5 tỷ","~43,86 triệu/m²",285 m²,,,,
"Dự án The Sang Residence, Đường Phạm Kiệt, Phường Khuê Mỹ, Ngũ Hành Sơn, Đà Nẵng",Thỏa thuận,,"82,6 m²",2 phòng,2 phòng,Tây - Nam,Đông - Bắc
"Dự án The Sang Residence, Đường Phạm Kiệt, Phường Khuê Mỹ, Ngũ Hành Sơn, Đà Nẵng","3,99 tỷ","~48,3 triệu/m²","82,6 m²",2 phòng,2 phòng,Đông - Nam,Tây - Bắc
"Dự án The Sang Residence, Đường Phạm Kiệt, Phường Khuê Mỹ, Ngũ Hành Sơn, Đà Nẵng","3,2 tỷ","~51,61 triệu/m²",62 m²,1 phòng,1 phòng,Tây - Bắc,Đông - Nam
"Xã Hòa Phú, Hòa Vang, Đà Nẵng","1,9 tỷ","~2,4 triệu/m²",790 m²,,,Sổ đỏ/ Sổ hồng.,
"Dự án FPT City Đà Nẵng, Phường Hòa Hải, Ngũ Hành Sơn, Đà Nẵng","1,6 tỷ","~22,22 triệu/m²",72 m²,,,2 phòng,
"Đường Hà Huy Tập, Phường Hòa Khê, Thanh Khê, Đà Nẵng","7,5 tỷ","~90,58 triệu/m²","82,8 m²",Tây,Tây,5 m,10.5 m
"Dự án The Ocean Villas, Đường Trường Sa, Phường Hòa Hải, Ngũ Hành Sơn, Đà Nẵng",Thỏa thuận,,783 m²,Đông - Bắc,Đông - Bắc,25 m,5.5 m
"Phường An Hải Bắc, Sơn Trà, Đà Nẵng",Thỏa thuận,,"102,5 m²",Tây,Tây,5 m,7.5 m
"Dự án FPT City Đà Nẵng, Phường Hòa Hải, Ngũ Hành Sơn, Đà Nẵng",Thỏa thuận,,72 m²,Sổ đỏ/ Sổ hồng,Cơ bản.,2 phòng,2 phòng
"Dự án Nam Cầu Tuyên Sơn-Nam Việt Á, Đường Lê Hữu Khánh, Phường Khuê Mỹ, Ngũ Hành Sơn, Đà Nẵng",13 tỷ,~65 triệu/m²,200 m²,3 tầng,4 phòng,7.5 m,Tây - Bắc
"Dự án Nam Cầu Tuyên Sơn-Nam Việt Á, Phố Phạm Tuấn Tài, Phường Khuê Mỹ, Ngũ Hành Sơn, Đà Nẵng","13,5 tỷ","~57,11 triệu/m²","236,4 m²",Tây - Bắc,,11 m,10.5 m
"Dự án Sunneva Island, Đường Minh Mạng, Phường Hòa Quý, Ngũ Hành Sơn, Đà Nẵng",20 tỷ,"~66,67 triệu/m²",300 m²,Tây - Nam,Đông - Bắc,15 m,15 m
"Đường Cù Chính Lan, Phường Hòa Khê, Thanh Khê, Đà Nẵng","2,45 tỷ","~51,04 triệu/m²",48 m²,Tây - Bắc,Tây - Bắc,4 m,3 m
"Dự án The 6Nature Đà Nẵng, Đường Võ Nguyên Giáp, Phường Phước Mỹ, Sơn Trà, Đà Nẵng",Thỏa thuận,,105 m²,3 phòng,3 phòng,Đông - Nam,Đông - Nam
"Đường Nguyễn Phong Sắc, Phường Khuê Trung, Cẩm Lệ, Đà Nẵng",Thỏa thuận,,"160,2 m²",Đông - Bắc,Sổ đỏ/ Sổ hồng.,9.6 m,7.5 m
"Dự án FPT City Đà Nẵng, Phường Hòa Hải, Ngũ Hành Sơn, Đà Nẵng","1,8 tỷ","~25,71 triệu/m²",70 m²,Đang chờ sổ,Cơ bản,2 phòng,2 phòng
"Đường An Thượng 1, Phường Mỹ An, Ngũ Hành Sơn, Đà Nẵng",32 tỷ,~400 triệu/m²,80 m²,8 tầng,17 phòng,6 m,14 m
"Dự án One River, Đường Song Hào, Phường Hòa Hải, Ngũ Hành Sơn, Đà Nẵng",21 tỷ,~70 triệu/m²,300 m²,Tây,Đông,15 m,30.5 m
"Kiệt 408 Tôn Đản, Phường Hòa An, Cẩm Lệ, Đà Nẵng","2,2 tỷ",~44 triệu/m²,50 m²,Tây,Tây,4 m,2.5 m
"Đường Kinh Dương Vương, Phường Hòa Minh, Liên Chiểu, Đà Nẵng","8,4 tỷ","~93,33 triệu/m²",90 m²,Đông - Bắc,Đông - Bắc,4.5 m,15 m
"Đường Trưng Nữ Vương, Phường Hòa Thuận Đông, Hải Châu, Đà Nẵng","13,5 tỷ",~135 triệu/m²,100 m²,2 phòng,2 phòng,10.5 m,2 tầng
"Đường Điện Biên Phủ, Phường Chính Gián, Thanh Khê, Đà Nẵng",69 tỷ,"~171,13 triệu/m²","403,2 m²",,,,
"Đường Nguyễn Văn Thoại, Phường Phước Mỹ, Sơn Trà, Đà Nẵng",140 tỷ,"~245,61 triệu/m²",570 m²,,,,
"Đường Lê Duẩn, Phường Chính Gián, Thanh Khê, Đà Nẵng","4,05 tỷ","~47,65 triệu/m²",85 m²,Tây - Nam,Tây - Nam,4 m,3 m
"Đường Tô Hiệu, Phường Hòa Minh, Liên Chiểu, Đà Nẵng",,,,,,,
"Đường Đa Mặn Đông 2, Phường Khuê Mỹ, Ngũ Hành Sơn, Đà Nẵng",4 tỷ,"~44,44 triệu/m²",90 m²,Tây - Nam,Sổ đỏ/ Sổ hồng,5 m,7.5 m
"Dự án Lakeside Palace, Phường Hòa Hiệp Nam, Liên Chiểu, Đà Nẵng","1,85 tỷ","~18,5 triệu/m²",100 m²,Đã có sổ đỏ cá nhân mua bán sang tên tối về kê cao gối ngủ,,5 m,11.5 m
"Đường Bạch Đằng, Phường Hải Châu I, Hải Châu, Đà Nẵng",75 tỷ,"~441,18 triệu/m²",170 m²,,,15 m,
"Đường Hồ Tùng Mậu, Phường Hòa Minh, Liên Chiểu, Đà Nẵng",,,,,,,
"Đường Lâm Hoành, Phường Phước Mỹ, Sơn Trà, Đà Nẵng",250 triệu/m²,"~95,48 tỷ","381,9 m²",,,15.84 m,Tây - Nam
"Đường Điện Biên Phủ, Phường Hòa Khê, Thanh Khê, Đà Nẵng",16 tỷ,"~194,88 triệu/m²","82,1 m²",,,Bắc,3 tầng
"Đường Dương Đình Nghệ, Phường An Hải Bắc, Sơn Trà, Đà Nẵng",60 tỷ,"~156,01 triệu/m²","384,6 m²",3 tầng,Sổ đỏ/ Sổ hồng,11.24 m,Đông - Bắc
"Dự án Indochina Riverside, 74 Đường Bạch Đằng, Phường Bình Hiên, Hải Châu, Đà Nẵng","5,6 tỷ",~56 triệu/m²,100 m²,Sổ đỏ/ Sổ hồng,Đầy đủ,2 phòng,2 phòng
"Dự án Alphanam Luxury Apartment, Đường Võ Nguyên Giáp, Sơn Trà, Đà Nẵng","3,2 tỷ","~54,24 triệu/m²",59 m²,1 phòng,1 phòng,Đông - Nam,Đông - Nam
"Dự án Blooming Tower, Đường Xuân Diệu, Phường Thuận Phước, Hải Châu, Đà Nẵng","2,2 tỷ","~28,57 triệu/m²",77 m²,Hợp đồng mua bán,Đầy đủ,1 phòng,1 phòng
"Dự án Alphanam Luxury Apartment, Đường Võ Nguyên Giáp, Sơn Trà, Đà Nẵng","4,1 tỷ","~56,16 triệu/m²",73 m²,Đang chờ sổ,Đầy đủ,2 phòng,2 phòng
"Đường Nguyễn Văn Thoại, Phường Phước Mỹ, Sơn Trà, Đà Nẵng","41,5 tỷ","~211,74 triệu/m²",196 m²,,,,
"Dự án Alphanam Luxury Apartment, Đường Võ Nguyên Giáp, Sơn Trà, Đà Nẵng","3,1 tỷ","~52,54 triệu/m²",59 m²,1 phòng,1 phòng,Nam,Nam
"Đường Nguyễn Lữ, Phường Khuê Mỹ, Ngũ Hành Sơn, Đà Nẵng","27,5 tỷ","~101,85 triệu/m²",270 m²,3 tầng,5 phòng,15 m,18 m
"Dự án Kim Long City, Đường Nguyễn Sinh Sắc, Phường Hòa Minh, Liên Chiểu, Đà Nẵng","3,4 tỷ",~34 triệu/m²,100 m²,,,7.5 m,Đông - Nam
"Dự án Phước Lý, Đường Quách Xân, Phường Hòa An, Cẩm Lệ, Đà Nẵng","3,8 tỷ","~54,29 triệu/m²",70 m²,,,7.5 m,2 tầng
"Đường Nguyễn Văn Thoại, Phường Phước Mỹ, Sơn Trà, Đà Nẵng",,,,,,,
"Đường Nguyễn Dữ, Phường Khuê Trung, Cẩm Lệ, Đà Nẵng","4,9 tỷ","~61,25 triệu/m²",80 m²,3 tầng,4 phòng,5 m,5.5 m
"Đường Hải Phòng, Phường Tân Chính, Thanh Khê, Đà Nẵng","2,9 tỷ","~49,15 triệu/m²",59 m²,2 tầng,3 phòng,3 m,3 m
"Dự án Euro Village, Phường An Hải Tây, Sơn Trà, Đà Nẵng",Thỏa thuận,,427 m²,Nam,2 tầng,15 m,15 m
"Đường Phạm Văn Nghị, Phường Phước Ninh, Hải Châu, Đà Nẵng","3,99 tỷ","~66,5 triệu/m²",60 m²,Tây,Tây,4 m,3 m
"Dự án The 6Nature Đà Nẵng, Đường Võ Nguyên Giáp, Phường Phước Mỹ, Sơn Trà, Đà Nẵng","8,33 tỷ","~75,04 triệu/m²",111 m²,3 phòng,3 phòng,Đông,Đông
"Đường Thép Mới, Phường Hòa Hải, Ngũ Hành Sơn, Đà Nẵng","2,5 tỷ",~25 triệu/m²,100 m²,Tây - Bắc,Sổ đỏ/ Sổ hồng.,5 m,8 m
"Đường Nhơn Hòa 1, Phường Hòa An, Cẩm Lệ, Đà Nẵng",Thỏa thuận,,74 m²,Tây,,5 m,5.5 m
"Phố Nguyễn Xí, Phường Hòa Minh, Liên Chiểu, Đà Nẵng","5,5 tỷ",~55 triệu/m²,100 m²,3 phòng,,3 tầng,4 phòng
"Đường Nam Kỳ Khởi Nghĩa, Phường Hòa Hải, Ngũ Hành Sơn, Đà Nẵng",Thỏa thuận,,420 m²,Nam,Sổ đỏ cá nhân chính chủ.,19 m,9.5 m
"Đường Nguyễn Chí Thanh, Phường Thạch Thang, Hải Châu, Đà Nẵng","2,8 tỷ","~30,11 triệu/m²",93 m²,Đầy đủ.,,2 phòng,2 phòng
"Đường Bùi Tá Hán, Phường Khuê Mỹ, Ngũ Hành Sơn, Đà Nẵng",15 tỷ,~60 triệu/m²,250 m²,Tây - Bắc,Sổ đỏ/ Sổ hồng,10 m,15 m
"Đường Khuê Mỹ Đông 7, Phường Khuê Mỹ, Ngũ Hành Sơn, Đà Nẵng",,,,,,,
"Dự án FPT City Đà Nẵng, Phường Hòa Hải, Ngũ Hành Sơn, Đà Nẵng","3,35 tỷ","~23,26 triệu/m²",144 m²,Đông,Sổ đỏ/ Sổ hồng.,6 m,7.5 m
"Đường An Cư 4, Phường An Hải Bắc, Sơn Trà, Đà Nẵng",,,,,,,
"Đường Bùi Huy Bích, Phường Nại Hiên Đông , Sơn Trà, Đà Nẵng",,,,,,,
"Đường Thép Mới, Phường Hòa Hải, Ngũ Hành Sơn, Đà Nẵng","2,5 tỷ",~25 triệu/m²,100 m²,Tây - Bắc,,5 m,7 m
"Đường Hà Duy Phiên, Phường Hòa Xuân, Cẩm Lệ, Đà Nẵng",22 triệu/m²,"~5,28 tỷ",240 m²,Đông,Sổ đỏ/ Sổ hồng,10 m,5.5 m
"Đường Nguyễn Xiển, Phường Hòa Hải, Ngũ Hành Sơn, Đà Nẵng","3,95 tỷ","~40,31 triệu/m²",98 m²,,,7.5 m,
"Dự án One River, Đường Song Hào, Phường Hòa Hải, Ngũ Hành Sơn, Đà Nẵng","24,9 tỷ",~83 triệu/m²,300 m²,,,33 m,Sổ đỏ/ Sổ hồng
"Dự án One River, Đường Song Hào, Phường Hòa Hải, Ngũ Hành Sơn, Đà Nẵng",30 tỷ,"~63,83 triệu/m²",470 m²,6 phòng,Sổ đỏ.,3 tầng,5 phòng
"Đường Trường Sa, Phường Hòa Hải, Ngũ Hành Sơn, Đà Nẵng","3,7 tỷ","~41,11 triệu/m²",90 m²,,,Sổ đỏ/ Sổ hồng,
"Đường Trương Quyền, Phường Mân Thái, Sơn Trà, Đà Nẵng","3,8 tỷ","~57,58 triệu/m²",66 m²,Nam,,5 m,7.5 m
"Đường Hồ Trung Lượng, Phường Hòa Xuân, Cẩm Lệ, Đà Nẵng","7,2 tỷ",~64 triệu/m²,"112,5 m²",Tây - Nam,Tây - Nam,5 m,7.5 m
"Đường Trần Thị Lý, Phường Mỹ An, Ngũ Hành Sơn, Đà Nẵng",170 triệu/m²,~34 tỷ,200 m²,7 tầng,Sổ đỏ/ Sổ hồng,10 m,13.5 m
"Dự án Sun Cosmo Residence, Đường Trần Thị Lý, Ngũ Hành Sơn, Đà Nẵng",60 triệu/m²,"~1,68 tỷ",28 m²,Sổ đỏ/ Sổ hồng.,Đầy đủ.,1 phòng,1 phòng
"Đường Trần Hưng Đạo, Phường An Hải Tây, Sơn Trà, Đà Nẵng",170 triệu/m²,"~23,8 tỷ",140 m²,Sổ đỏ/ Sổ hồng.,,20 m,7 tầng
"Dự án FPT City Đà Nẵng, Đường Võ Qúy Huân, Phường Hòa Hải, Ngũ Hành Sơn, Đà Nẵng",Thỏa thuận,,75 m²,2 phòng,Sổ đỏ/ Sổ hồng,Bắc,2 phòng
"Dự án Regal Pavillon Đà Nẵng, Đường Nguyễn Lộ Trạch, Phường Hòa Cường Nam, Hải Châu, Đà Nẵng",Thỏa thuận,,120 m²,Đông - Nam,Đông - Nam,6 m,7.5 m
"Dự án Sun Cosmo Residence, Đường Trần Thị Lý, Ngũ Hành Sơn, Đà Nẵng",60 triệu/m²,"~1,68 tỷ",28 m²,Sổ đỏ/ Sổ hồng,,1 phòng,1 phòng
"Dự án The Ocean Villas, Đường Trường Sa, Phường Hòa Hải, Ngũ Hành Sơn, Đà Nẵng","14,9 tỷ","~41,62 triệu/m²",358 m²,Đông,Đông,15.5 m,7.5 m
